Sentence #,sylhet_word,bio_tag
,যাইরো,O
,না,O
,কিতার,O
,লাগি,O
Sentence: 1757,কারেন্ট,O
,সমস্যার,O
,কিতা,O
,সমাধান,O
,ওই,O
,গেছে,O
,নি,O
Sentence: 1758,দুইন্নাইত,B-LOC
,বাবার,B-REL
,বাদেউ,O
,দুই,O
,নাম্বারে,O
,বীর,B-ROLE
,যোদ্ধা,I-ROLE
,ওইলা,O
,বড়ভাই,B-REL
Sentence: 1759,আমার,O
,খুদা,O
,লাগছে,O
Sentence: 1760,সামনে,O
,কোরবানি,O
,ঈদ,O
,আইরো,O
Sentence: 1761,কোরবানি,O
,ঈদ,O
,ওইলো,O
,ইসলামিক,O
,ধর্মের,O
,একটা,O
,প্রধান,O
,উৎসব,O
Sentence: 1762,রাগি,O
,গেলা,O
,তো,O
,হারি,O
,গেলা,O
Sentence: 1763,সুস্থ,O
,শরীর,O
,আর,O
,প্রশান,O
,মন,O
,ওইলো,O
,একটা,O
,মানুষ,O
,ওর,O
,সব,O
,তাকি,O
,বড়,O
,সম্পদ,O
Sentence: 1764,আমার,O
,কাজ,O
,আর,O
,ব্যস্ততা,O
,আরো,O
,বাড়ছে,O
Sentence: 1765,আরেকগুর,O
,দোষ,O
,সহজেউ,O
,খুজিয়া,O
,ফাওয়া,O
,যায়,O
Sentence: 1766,নিজ,O
,ওর,O
,দোষ,O
,খুজিয়া,O
,ফাওয়া,O
,যে,O
,কষ্ট,O
,র,O
Sentence: 1767,ফত্যেক,O
,দিন,O
,আমি,O
,কুন্তা,O
,নায়,O
,কুন্তা,O
,শিখমু,O
,ওউ,O
Sentence: 1768,সুখী,O
,ওয়ার,O
,লাগি,O
,আনা,O
,দরকারী,O
,বউত্তাউ,O
,বুলি,O
,যাইতে,O
,ওয়,O
Sentence: 1769,হকলেউ,O
,ভালোবাসা,O
,ফাইতো,O
,চায়,O
Sentence: 1770,চউখ,O
,ওর,O
,চাওয়া,O
,বদলাইলে,O
,জীবন,O
,বদলি,O
,যাইবো,O
Sentence: 1771,আইজ,O
,ছুটির,O
,দিন,O
Sentence: 1772,হকল,O
,জীবন,O
,ওর,O
,ওউ,O
,একটা,O
,লক্ষ্য,O
,থাকা,O
,লাগবো,O
Sentence: 1773,লক্ষ্য,O
,ঠিক,O
,করিয়া,O
,আমরা,O
,জীবন,O
,ও,O
,আজ্ঞাই,O
,যাইতাম,O
,ফারি,O
Sentence: 1774,হকলরে,O
,স্বাগতম,O
Sentence: 1775,খেরাসিন,O
,তেলর,O
,দাম,O
,কমি,O
,যাওয়ায়,O
,অক্টোবরো,O
,চাহিদা,O
,বাক্কা,O
,বাড়ছিল,O
Sentence: 1776,ফত্তেখদিন,O
,নাওয়,O
,এখান,O
,খরি,O
,হফরি,B-FOOD
,খাইলে,O
,বাক্কা,O
,উফকার,O
,পাইতা,O
,পারইন,O
Sentence: 1777,বউত,O
,জাত,O
,ফলর,B-FOOD
,মাঝে,O
,হফরি,B-FOOD
,মাইনশর,O
,বেতালা,O
,ফছন্দর,O
,ফল,B-FOOD
Sentence: 1778,ওজন,O
,খমানির,O
,লাগি,O
,হফরি,B-FOOD
,খুব,O
,উফকারি,O
Sentence: 1779,গরমর,O
,দিনে,O
,হাজম,O
,ডাবর,B-FOOD
,পানি,I-FOOD
,খাওয়া,O
,বাক্কা,O
,মজার,O
Sentence: 1780,মোর,O
,বাড়ির,O
,ফিছে,O
,দি,O
,বাক্কা,O
,বড়,O
,এখান,O
,নাইরকেল,B-FOOD
,গাছ,O
,আছে,O
Sentence: 1781,পাকগরো,O
,খে,O
,উবানি,O
Sentence: 1782,মাটির,O
,ফাতিল,B-OBJ
,ইতা,O
,বাক্কা,O
,সুন্দর,O
Sentence: 1783,মুরগর,B-FOOD
,গুস্ত,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,মোর,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 1784,উরির,B-FOOD
,তারকারি,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,মোর,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1785,কয়ফল,B-FOOD
,খাইতে,O
,অনেখ,O
,মজা,O
Sentence: 1786,কয়ফল,B-FOOD
,বাংলাদেশর,B-LOC
,এখটা,O
,জনপ্রিয়,O
,ফল,B-FOOD
Sentence: 1787,গাউ,B-LOC
,থাকি,O
,শহরো,B-LOC
,আওয়ার,O
,সময়,O
,বাক্কা,O
,কিছু,O
,মাতু,B-FOOD
,কিনিয়া,O
,আনমু,O
Sentence: 1788,তুমি,O
,কিতা,O
,জামরুল,B-FOOD
,খাও,O
,নি,O
Sentence: 1789,হে,O
,ছাদো,O
,বাক্কা,O
,কইতর,B-ANI
,পালে,O
Sentence: 1790,আমরার,O
,ছাদো,B-ORG
,৫০০০,O
,টার,O
,বেশি,O
,মুরগি,B-ANI
,আছে,O
Sentence: 1791,মুই,O
,এখান,O
,মুরুগির,B-ANI
,বাইচ্চা,I-ANI
,পালি,O
Sentence: 1792,এগুতা,O
,মেকুরর,B-ANI
,বাইচ্চা,I-ANI
,পালার,O
,খুব,O
,শখ,O
,মোর,O
Sentence: 1793,মুই,O
,হাতার,O
,দিতাম,O
,নায়,O
Sentence: 1794,তুমি,O
,এখটা,O
,আরুয়া,O
,ফুরি,O
Sentence: 1795,হখলে,O
,ড্রয়িংরুমো,O
,বইছইন,O
Sentence: 1796,স্টোররুমটা,O
,ময়লা,O
,অই,O
,রইছে,O
Sentence: 1797,ফ্লোর,O
,ইতা,O
,মার্বেল,B-OBJ
,পাতথর,I-OBJ
,দিয়া,O
,বানাইল,O
Sentence: 1798,গাউর,B-LOC
,মাইনশে,O
,লাখড়ির,B-OBJ
,চুলা,I-OBJ
,ব্যবহার,O
,খরইন,O
Sentence: 1799,মুই,O
,মাদানকু,O
,খালি,O
,বেগুন,B-FOOD
,তারকারির,I-FOOD
,ঝুল,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইছি,O
Sentence: 1800,কদু,B-FOOD
,দি,O
,ইচা,B-FOOD
,মাছর,I-FOOD
,শিরা,I-FOOD
,মোর,O
,খুব,O
,ফছন্দর,O
,তারকারি,B-FOOD
Sentence: 1801,গরমর,O
,দিনো,O
,গুছল,O
,না,O
,খরিয়া,O
,এখ,O
,দিনো,O
,টিকা,O
,মুশকিল,O
Sentence: 1802,মুই,O
,গাউত,B-LOC
,বাড়িত,I-LOC
,গেলে,O
,পুরকিত,B-LOC
,গুছল,O
,খরি,O
Sentence: 1803,আফনারে,O
,যদি,O
,জিফলাত,O
,পানি,O
,আনিয়া,O
,দিবো,O
,ইলা,O
,এখান,O
,ফলর,B-FOOD
,নাম,O
,খওয়ার,O
,লাগি,O
,কওয়া,O
,অয়,O
,তে,O
,আফনার,O
,মনো,O
,তেতইর,B-FOOD
,নাম,O
,আইবউ,O
Sentence: 1804,হুরুকালো,O
,বাফ,B-REL
,মায়,B-REL
,তেতই,B-FOOD
,খাওয়ার,O
,লাগি,O
,নিষেধ,O
,দিছইন,O
,না,O
,ইলা,O
,খেউরে,O
,মনয়,O
,না,O
,খুজিয়া,O
,পাওয়া,O
,যাইবো,O
Sentence: 1805,তেতই,B-FOOD
,খাইলে,O
,আখল,O
,কমি,O
,যায়,O
Sentence: 1806,তেতই,B-FOOD
,লইয়া,O
,খালি,O
,আমরার,O
,দেশো,B-LOC
,নায়,O
,বরোঞ্ছ,O
,সাড়া,O
,উপমহাদেশো,B-LOC
,বাক্কা,O
,ভুল,O
,ধারণা,O
,আছে,O
Sentence: 1807,অখটা,O
,আমরার,O
,বাড়ির,O
,উটান,O
Sentence: 1808,হুরুুতাইন,O
,গাউর,O
,বাড়ির,O
,উটানো,I-LOC
,খেলার,O
Sentence: 1809,অউ,O
,মনা,O
,ইগু,O
,বাক্কা,O
,বেমারি,O
Sentence: 1810,প্রায়,O
,দেড়,O
,মাস,O
,অই,O
,গেলো,O
,অউ,O
,মনার,O
,বাড়ির,B-ROLE
,মাইনশর,I-ROLE
,খুজ,O
,পাওয়া,O
,গেলো,O
,না,O
Sentence: 1811,হাসপাতালো,B-ORG
,আধা,O
,মরা,O
,মনা,O
,ইগগে,O
,কান্দের,O
Sentence: 1812,মেগরদিনে,O
,কিতা,O
,ধারির,O
,গাছো,O
,পানি,B-FOOD
,দেওয়ার,O
,দরখার,O
,আছে,O
,নি,O
Sentence: 1813,মেগ,O
,অইলেও,O
,কিতা,O
,গাছো,O
,পানি,B-FOOD
,দেওয়া,O
,লাগবো,O
,নি,O
Sentence: 1814,বেশ,O
,পানি,B-FOOD
,পাইয়া,O
,গাছ,O
,ইগইন,O
,মরি,O
,যাইতো,O
,নায়নি,O
Sentence: 1815,যেদিন,O
,মেগ,O
,অইছে,O
,হেদিন,O
,বারিন্দার,O
,গাছো,O
,পানি,B-FOOD
,দেওয়ার,O
,দরখার,O
,নায়,O
Sentence: 1816,শশা,B-FOOD
,এখ,O
,জাতি,O
,ফল,B-FOOD
Sentence: 1817,গরমর,O
,সময়,O
,শশা,B-FOOD
,বেশি,O
,মিলে,O
Sentence: 1818,টেমেটুর,B-LOC
,বাজারো,I-LOC
,যে,O
,আগুইন,O
,আম,O
,মাইনশর,O
,টাইন,O
,ইতা,O
,অখন,O
,আর,O
,নয়া,O
,কুনো,O
,খবর,O
,নায়,O
Sentence: 1819,অউ,O
,বাজারো,B-LOC
,টেমেটু,B-FOOD
,বেছিয়া,O
,কোটিপতি,O
,অই,O
,গেলা,O
,এখ,O
,চাষায়,O
Sentence: 1820,হাইরোর,B-FOOD
,তেল,I-FOOD
,দিয়া,O
,মাছ,B-FOOD
,ভাজা,I-FOOD
,খাইতাম,O
Sentence: 1821,হাইরোর,B-FOOD
,তেল,I-FOOD
,রান্ধার,O
,লাগি,O
,আর,O
,গাত,O
,মাঞ্জার,O
,লাগি,O
,ব্যবহার,O
,অয়,O
Sentence: 1822,হাইরোর,O
,তেল,O
,অখালে,O
,চুল,O
,সাদা,B-COL
,অউয়া,O
,আখটায়,O
,আর,O
,চুল,O
,পড়া,O
,কমায়,O
Sentence: 1823,খেরাসিন,O
,তেলর,O
,দিন,O
,দিন,O
,দাম,O
,বাড়ের,O
Sentence: 1824,মোর,O
,দুইদিন,O
,ধরি,O
,সর্দি,O
,আর,O
,কাওয়ানি,O
Sentence: 1825,ইনো,O
,ছেব,O
,ফালানি,O
,নিষেধ,O
Sentence: 1826,মুই,O
,তেতুল,B-FOOD
,মোর,O
,রক্ত,O
,ফানি,O
,অই,O
,যায়,O
Sentence: 1827,মুই,O
,বাজার,B-LOC
,থাকি,O
,পেয়ারা,B-FOOD
,কিনি,O
,আইসি,O
Sentence: 1828,দাদু,B-REL
,নাইকল,B-FOOD
,ফানি,I-FOOD
,পছন্দ,O
,করইন,O
Sentence: 1829,আম্মা,B-REL
,ফাগঘর,O
,সালম,B-FOOD
,রান্দা,O
,কররা,O
Sentence: 1830,মোর,O
,হরু,B-REL
,ভাই,I-REL
,মুরগর,B-FOOD
,মাংস,I-FOOD
,খাইতে,O
,ভালা,O
,ফায়,O
Sentence: 1831,উরি,B-FOOD
,ভাজি,I-FOOD
,মোর,O
,ফছন্দ,O
,সবজি,B-FOOD
Sentence: 1832,জাম্বুরা,B-FOOD
,টানডা,O
,সর্দি,O
,তাফ,O
,সমস্যার,O
,লাগি,O
,খাইলে,O
,ভালা,O
,ফলাফল,O
,মিলে।,O
Sentence: 1833,জামরুল,B-FOOD
,মোর,O
,প্রিয়,O
,ফল,B-FOOD
Sentence: 1834,অনেকই,O
,শখর,O
,লাগি,O
,খবুতর,B-ANI
,পালন,O
,করইন,O
Sentence: 1835,খবুতর,B-ANI
,ফালতে,O
,বেশি,O
,জায়গা,O
,লাগে,O
,না,O
Sentence: 1836,দেশি,O
,মুরগি,B-ANI
,বছরে,O
,৫০,O
,৬০,O
,টা,O
,ডিম,B-FOOD
,ফারে,O
Sentence: 1837,মানুষ,O
,বিয়ান,O
,বেলায়,O
,জতটা,O
,পরিস্কার,O
,দেখায়,O
,বিলাই,B-ANI
,রাত্রে,O
,তারচেয়ে,O
,ভালো,O
,দেকতে,O
,ফায়,O
Sentence: 1838,তুমি,O
,কি,O
,মোরে,O
,আরুয়া,O
,মনে,O
,করইন,O
Sentence: 1839,মুই,O
,ড্রয়িংরুমে,O
,বইয়া,O
,ছবি,B-OBJ
,আঁকাইতে,O
,ভালা,O
,ফাই,O
Sentence: 1840,ঘরের,O
,আসবাবপত্র,B-OBJ
,রাখার,O
,লাগি,O
,স্টোররুম,O
,লাগবো,O
Sentence: 1841,ঘরের,O
,ফ্লোর,O
,পরিস্কার,O
,করা,O
,লাগবো,O
Sentence: 1842,বাংলাদেশের,B-LOC
,টান্ডাকালটা,O
,লাউ,B-FOOD
,চাষের,O
,লাগি,O
,বেশি,O
,উপযগি,O
Sentence: 1843,বেশি,O
,টান্ডাও,O
,না,O
,আবার,O
,বেশি,O
,গরমও,O
,না,O
,এরম,O
,আবহাওয়া,O
,লাউ,B-FOOD
,চাষের,O
,লাগি,O
,ভালা,O
Sentence: 1844,উঠান,B-LOC
,থাকি,O
,মাথিয়া,O
,বলে,O
,তাইন,O
,গেছইন,O
,গি,O
Sentence: 1845,আম্মা,B-REL
,ঝাড়ু,B-OBJ
,দিয়া,O
,ঘরটা,O
,পরিস্কার,O
,করছইন,O
Sentence: 1846,তেতুলের,B-OBJ
,কচিন,I-OBJ
,ফাতা,I-OBJ
,করিয়া,O
,ফানি,B-FOOD
,খাইলে,O
,সর্দি,O
,কাশি,O
,ভালা,O
,অয়,O
Sentence: 1847,মুই,O
,খানিত,B-FOOD
,টেংগা,O
,খুব,O
,ভালা,O
,ফাই,O
Sentence: 1848,সকালে,O
,ঘুম,O
,থাকি,O
,উটিয়া,O
,মুই,O
,ভালা,O
,কামে,O
,ভালা,O
,সময়,O
,দিতাম,O
,চাই,O
Sentence: 1849,চাষাবাদ,O
,করিয়া,O
,মুই,O
,সময়,O
,কাটাই,O
Sentence: 1850,সর্দি,O
,অইলে,O
,গরম,O
,রং,B-FOOD
,চা,I-FOOD
,খাইলে,O
,ভালা,O
,লাগে,O
Sentence: 1851,সফরি,B-FOOD
,একটা,O
,মজার,O
,ফল,B-FOOD
Sentence: 1852,নাইকল,B-FOOD
,থাকি,O
,নাইকল,B-FOOD
,ফানি,I-FOOD
,পাওয়া,O
,যায়,O
Sentence: 1853,ফাগঘর,O
,আমি,O
,রান্দা,O
,করি,O
Sentence: 1854,ভাত,B-FOOD
,রান্দার,O
,ফাত্রটি,B-OBJ
,শক্ত,O
,করে,O
,ঢাকিয়া,O
,রাকতে,O
,অইবো,O
Sentence: 1855,উরি,B-FOOD
,সব,O
,ধরনের,O
,মাটিতেই,O
,চাষ,O
,করা,O
,যায়,O
Sentence: 1856,খফল,B-FOOD
,একটা,O
,মজার,O
,ফল,B-FOOD
Sentence: 1857,অনেকগুলা,O
,কইতর,B-ANI
,আকাশে,O
,উড়ের,O
Sentence: 1858,একটি,O
,সম্পূর্ণ,O
,নয়া,O
,স্টোররুম,O
,ডিজাইন,O
,বানাইয়া,O
,দতে,O
,পারেন,O
Sentence: 1859,সিলেট,B-LOC
,নগরের,I-LOC
,শেখঘাট,I-LOC
,এলাকায়,O
,ঘরে,O
,উটছে,O
,লাকরি,O
,তৈরির,O
,কারকানা,B-OBJ
Sentence: 1860,তেতুল,B-FOOD
,টেংগা,B-FOOD
,দিয়া,O
,ফুসকা,O
,খাইমো,B-FOOD
Sentence: 1861,কাচা,B-FOOD
,আমের,I-FOOD
,শরবত,I-FOOD
,অনেক,O
,টেংগা,O
Sentence: 1862,সরিষার,B-FOOD
,তেল,B-FOOD
,দিয়া,O
,ঝাল,B-FOOD
,মুরি,I-FOOD
,বানাও,O
Sentence: 1863,এই,O
,আরুয়া,O
,কোনো,O
,বিষয়,O
,জানে,O
,না,O
Sentence: 1864,ঘামে,O
,শরীর,O
,থাকি,O
,যে,O
,ফানি,O
,ও,O
,খনিজ,B-OBJ
,লবণ,I-OBJ
,বের,O
,হয়ে,O
,যায়,O
,তার,O
,অনেক,O
,টা,O
,ফুরন,O
,করে,O
,লাউ,B-FOOD
Sentence: 1865,বাংলাদেশে,B-LOC
,জনপ্রিয়,O
,সবজি,B-FOOD
,অন্যতম,O
,লাউ,B-FOOD
,যেটা,O
,এখন,O
,হারা,O
,বছর,O
,মিলে,O
Sentence: 1866,ওজন,O
,কমানোর,O
,জন্য,O
,কিরার,B-FOOD
,সুপ,I-FOOD
,খাওয়া,O
,যাইতে,O
,পারে,O
Sentence: 1867,এই,O
,তেতুলের,B-FOOD
,নাম,O
,হুনলেই,O
,জিব,O
,ফানি,O
,আয়,O
,না,O
,এরম,O
,মানুষ,O
,খুজে,O
,ফাওয়া,O
,কটিন,O
Sentence: 1868,আবেগ,O
,ওয়ালা,O
,মানুষ,O
,খুব,O
,আরুয়া,O
,অই,O
,থাকে,O
Sentence: 1869,ফতম,O
,দেখায়,O
,কাউকে,O
,কুব,O
,সরল,O
,মনো,O
,বিশ্বাস,O
,করাত,O
,যাইও,O
,না,O
Sentence: 1870,নুন,B-FOOD
,ছাড়া,O
,ছালম,B-FOOD
,যেমন,O
,স্বাদহীন,O
,বিশ্বাস,O
,ছাড়া,O
,সম্পর্কও,O
,তেমন,O
,মূল্যহীন,O
Sentence: 1871,কাউরে,O
,মিচা,O
,বলিয়া,O
,খুশির,O
,করার,O
,চেয়ে,O
,হাচা,O
,বলে,O
,কানদানি,O
,ভালা,O
Sentence: 1872,একে,O
,অপরের,O
,পতি,O
,যতো,O
,বেশি,O
,বিশ্বাস,O
,থাকবো,O
,তাদের,O
,ভালা,O
,ফাইয়া,O
,পাল্লা,O
,ততো,O
,ভারি,O
,অইবো,O
Sentence: 1873,মেগ,O
,বাড়িয়া,O
,তাপমাত্রা,O
,কমার,O
,সুখবর,O
,দিয়েছে,O
,আবহাওয়া,O
,অফিস,B-ORG
Sentence: 1874,ফুরো,O
,মেগ,O
,মৌসুমো,O
,হতে,O
,গনা,O
,কয়েকদিন,O
,মাত্র,O
,মেগ,O
,অওয়ার,O
,পরআর,O
,মেগের,O
,দেখা,O
,নাই,O
Sentence: 1875,খাওয়ার,O
,অনেক,O
,আগেই,O
,যদি,O
,ভাত,B-FOOD
,রান্দা,O
,শেষ,O
,হয়ে,O
,অইয়া,O
,গিয়া,O
,থাকে,O
,তবে,O
,ডাকনা,B-OBJ
,সরাইয়া,O
,একটা,O
,তোয়ালে,B-OBJ
,দিয়া,O
,ডাইকা,O
,রাখোইন,O
Sentence: 1876,বাংলাদেশো,B-LOC
,৬৪,O
,টা,O
,জেলা,B-LOC
Sentence: 1877,আমরা,O
,হকল,O
,গতকাইল,O
,বাহিরো,O
,গিয়েছিলাম,O
Sentence: 1878,তোমার,O
,মাত,O
,বলার,O
,ধরন,O
,বহুত,O
,সুন্দর,O
Sentence: 1879,বরিশালর,B-LOC
,মানুষ,O
,কিলা,O
,অইন,O
Sentence: 1880,খুলনা,B-LOC
,জেলা,I-LOC
,কিতা,O
,বহুত,O
,সুন্দর,O
Sentence: 1881,খুলনার,B-LOC
,মানুষ,O
,তেমন,O
,সুন্দর,O
,অয়,O
,না,O
Sentence: 1882,কখনো,O
,ভাবিয়া,O
,দেখছি,O
,না,O
,আমি,O
,না,O
,থাকলে,O
,তোমার,O
,কিতা,O
,অইবো,O
Sentence: 1883,এতো,O
,ভাবার,O
,সময়,O
,কই,O
Sentence: 1884,মাধানে,O
,রোদে,O
,মুই,O
,কালো,O
,অইয়া,O
,গেছি,O
Sentence: 1885,মুই,O
,জানি,O
,তুমি,O
,চিঠিটা,B-OBJ
,এখনি,O
,ফড়তে,O
,শুরু,O
,করবা,O
Sentence: 1886,আম,B-FOOD
,দিয়া,O
,বানিয়া,O
,ফেলতে,O
,ফারুইন,O
,শরবত,B-FOOD
Sentence: 1887,আইজকে,O
,স্কুলে,B-ORG
,তোমাদের,O
,কি,O
,কি,O
,ফড়াইছন,O
Sentence: 1888,আমার,O
,আগের,O
,কোনো,O
,মাত,O
,কিছুই,O
,মানে,O
,নাই,O
Sentence: 1889,তুমি,O
,এত,O
,অমনোযোগী,O
,অইলে,O
,পরিক্ষায়,O
,ভালা,O
,ফলাফল,O
,করবা,O
,কেমনে,O
Sentence: 1890,এই,O
,বিষয়ে,O
,কিতা,O
,করতাম,O
,ফারি,O
,আমি,O
Sentence: 1891,হায়রে,O
,মানুষ,O
,একজন,O
,আরেকজনের,O
,প্রতি,O
,হিংসা,O
,করইন,O
Sentence: 1892,আমি,O
,আমার,O
,বাসার,O
,সামনর,O
,খেলার,B-LOC
,মাঠো,I-LOC
,খেলি,O
Sentence: 1893,আম,B-FOOD
,দিয়া,O
,শরবত,B-FOOD
,বানিয়া,O
,খাও,O
Sentence: 1894,ঠান্ডা,B-FOOD
,শরবত,I-FOOD
,খাইলে,O
,ভালো,O
,লাগবো,O
,তোমার,O
Sentence: 1895,এতো,O
,চিন্তা,O
,করা,O
,লাগবো,O
,না,O
,নিজরটা,O
,নিয়া,O
,ভাবো,O
Sentence: 1896,আমকে,B-FOOD
,আমাদের,O
,দেশো,B-LOC
,ফলের,B-FOOD
,রাজা,O
,বলা,O
,হয়,O
Sentence: 1897,তুমি,O
,দেখতে,O
,সুন্দর,O
,না,O
,হলেও,O
,আমি,O
,তোমাকেই,O
,চাই,O
Sentence: 1898,সেখানে,O
,বহুত,O
,পুলিশ,B-ROLE
,দেইখ্খা,O
,বাসার,O
,দিকে,O
,আইফরছিলাম,O
Sentence: 1899,আমি,O
,চলে,O
,যাইয়ার,O
,তোমারে,O
,আর,O
,কোনো,O
,দিন,O
,ফোন,B-OBJ
,দিয়া,O
,বলবোনা,O
,একটু,O
,সময়,O
,দাও,O
Sentence: 1900,বুইঝ্ঝা,O
,উঠতে,O
,ফারছিলাম,O
,না,O
,কিতা,O
,করমো,O
Sentence: 1901,তোমার,O
,হখল,O
,মাত,O
,টিক,O
,আছে,O
Sentence: 1902,আমি,O
,ভালা,O
,ফুয়া,O
Sentence: 1903,বিয়ার,O
,লাগি,O
,আব্বা,B-REL
,আমার,O
,লাগি,O
,ফুড়ি,O
,তুকাইরা,O
Sentence: 1904,আম্মা,B-REL
,আমারে,O
,গতকাইল,O
,একটা,O
,ফুয়ার,O
,লগে,O
,দেখা,O
,করতাম,O
,কইছলা,O
Sentence: 1905,ফুয়া,O
,টারে,O
,আমার,O
,ভালা,O
,লাগছে,O
Sentence: 1906,ফুয়াটায়,O
,কিবা,O
,আরোখ,O
,ফুড়িরে,O
,ভালা,O
,পায়,O
Sentence: 1907,ফুড়িটায়,O
,ফুয়াটার,O
,অপেক্ষাত,O
,থাকে,O
Sentence: 1908,ফুয়াটায়,O
,কিতার,O
,লাগি,O
,যে,O
,ফুড়িটার,O
,মনর,O
,কথা,O
,বুঝলো,O
,না,O
Sentence: 1909,ফুড়িটায়,O
,কিবা,O
,তাইর,O
,মনর,O
,কতা,O
,ভালা,O
,খরি,O
,ফুয়াটারে,O
,বুজাইতো,O
,পারছে,O
,না,O
Sentence: 1910,কুনো,O
,এখদিন,O
,ফুয়াটা,O
,ফুড়িটারে,O
,ভালা,O
,পাইবো,O
,কিবা,O
Sentence: 1911,তুমি,O
,দয়া,O
,খরি,O
,আমারে,O
,আর,O
,বিরক্ত,O
,খরিও,O
,না,O
Sentence: 1912,হে,O
,তাইরে,O
,অনেক,O
,বিরখতো,O
,করে,O
Sentence: 1913,তুয়ারে,O
,লইয়া,O
,মুই,O
,আমার,O
,গ্রামোর,B-LOC
,বাড়িত,I-LOC
,পাখানিত,O
,যাইতে,O
,চাই,O
Sentence: 1914,ইবার,O
,ছুটিত,O
,সিলেট,B-LOC
,ঘুরাত,O
,যাইমু,O
Sentence: 1915,মুই,O
,যারে,O
,ভালা,O
,পাই,O
,হে,O
,সিলেট,B-LOC
,থাকে,O
Sentence: 1916,আমার,O
,এখন,O
,বই,B-OBJ
,ইগু,O
,লাগতো,O
,নায়,O
Sentence: 1917,তুমি,O
,কিতা,O
,অউ,O
,বইটা,B-OBJ
,পড়তায়,O
,চাও,O
,নি,O
Sentence: 1918,হে,O
,কিতা,O
,এখন,O
,বইটা,B-OBJ
,পড়তো,O
,চার,O
,নি,O
Sentence: 1919,আফনে,O
,কিতা,O
,অউ,O
,বইটা,B-OBJ
,পড়তা,O
,চাইন,O
,নি,O
Sentence: 1920,আমার,O
,বই,B-OBJ
,পড়তে,O
,অনেক,O
,ভালা,O
,লাগে,O
Sentence: 1921,তুমার,O
,আমারে,O
,চিনা,O
,লাগের,O
,না,O
Sentence: 1922,বাক্কা,O
,রাইত,O
,অই,O
,গেছে,O
,এখন,O
,গুমাই,O
,যাও,O
Sentence: 1923,তুমার,O
,পড়া,O
,লাগবো,O
Sentence: 1924,তুমার,O
,কিতা,O
,পড়ালেখা,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 1925,আমারে,O
,পড়ালেখা,O
,খরা,O
,লাগবো,O
Sentence: 1926,হে,O
,অনেক,O
,ভালা,O
,রান্ধে,O
Sentence: 1927,মুই,O
,একটা,O
,স্কুলো,B-ORG
,পড়ি,O
Sentence: 1928,আমার,O
,হুরু,B-REL
,বইন,I-REL
,একটা,O
,স্কুলো,B-ORG
,পড়ে,O
Sentence: 1929,আমার,O
,হুুরু,B-REL
,ভাই,I-REL
,একটা,O
,স্কুলো,B-ORG
,পড়ে,O
Sentence: 1930,আমার,O
,স্কুল,B-ORG
,যাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1931,আমার,O
,বিয়ার,O
,বয়স,O
,পারই,O
,যার,O
Sentence: 1932,ইশ,O
,তুমার,O
,মনো,O
,কতো,O
,দুক,O
Sentence: 1933,মুই,O
,গুমানিত,O
,যাইতাম,O
Sentence: 1934,মুই,O
,নাচতাম,O
,পারি,O
Sentence: 1935,মুই,O
,হাতার,O
,দিতে,O
,ভালা,O
,পাই,O
Sentence: 1936,মুই,O
,তুমার,O
,বাড়িত,O
,পাখানিত,O
,আইমু,O
Sentence: 1937,হে,O
,তার,O
,গাউত,B-LOC
,পাখানিত,I-LOC
,গেছে,O
Sentence: 1938,আমার,O
,বন্ধু,B-REL
,মানসিক,O
,ভাবে,O
,দুর্বল,O
Sentence: 1939,ইলান,O
,অবস্থাত,O
,তার,O
,কিতা,O
,খরা,O
,উছিত,O
Sentence: 1940,আমার,O
,দুই,O
,হুরুতা,O
,আছে,O
Sentence: 1941,আমার,O
,জামাইরে,B-REL
,মুই,O
,খুব,O
,ভালা,O
,পাই,O
Sentence: 1942,বাক্কাদিন,O
,পরে,O
,আফনার,O
,লগে,O
,দেখা,O
Sentence: 1943,আফনে,O
,কিলান,O
,আছইন,O
Sentence: 1944,আফনার,O
,কিতা,O
,আমার,O
,কথা,O
,মনো,O
,আছে,O
,নি,O
,এখনো,O
Sentence: 1945,আমার,O
,পড়ালেখা,O
,খরতাম,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1946,আমার,O
,বিদেশ,B-LOC
,গিয়া,O
,পড়ালেখা,O
,করার,O
,সফনো,O
Sentence: 1947,আফনার,O
,লগে,O
,মাতিয়া,O
,অনেখ,O
,ভালা,O
,লাগলো,O
Sentence: 1948,বহুতে,O
,কইন,O
,পেরেম,O
,করলে,O
,মানুষ,O
,বুকা,O
,অই,O
,যাইন,O
Sentence: 1949,বহুতে,O
,আরো,O
,কইন,O
,যে,O
,বিয়া,O
,করলে,O
,মানুষ,O
,বুলে,O
,গাধা,O
,অই,O
,যাইন,O
Sentence: 1950,একজন,O
,লোক,O
,মারা,O
,গেছইন,O
Sentence: 1951,তুমি,O
,অতো,O
,গরীব,O
,আগে,O
,কইলায়,O
,না,O
