Sentence #,chittagong_word,bio_tag
Sentence: 1399,ইতে,O
,নো,O
,বুজে,O
,আত্তুনও,O
,ঠেকা,O
,আসে,O
,না,O
,আইও,O
,বুজাইতাম,O
Sentence: 1400,মানুষ,O
,যার,O
,যার,O
,নিজের,O
,ডইল্লে,O
Sentence: 1401,আই,O
,বিশ্বাস,O
,গরি,O
,হনইক্কে,O
,যদি,O
,আরে,O
,নিজের,O
,ডইল্লে,O
,চায়,O
,তাইলে,O
,বানাইত্তারিবো,O
Sentence: 1402,হনইক্কেরে,O
,নিজের,O
,ডইল্লে,O
,বানাইবের,O
,আগদ্দি,O
,আরে,O
,তার,O
,ডইল্লে,O
,অন,O
,ফরিব,O
Sentence: 1403,ইয়ান,O
,জরুরি,O
,নো,O
,সব,O
,সমত,O
,বেয়াক্ককিসু,O
,অরেকজন,O
,গরিবো,O
Sentence: 1404,অনে,O
,নিজে,O
,কিছু,O
,এক্কা,O
,গরন,O
Sentence: 1405,আই,O
,জামাই,B-REL
,ফর,O
,ফর,O
,৩,O
,বছর,O
,আর,O
,জন্মদিন,O
,মনত,O
,নো,O
,রাহে,O
Sentence: 1406,আই,O
,ফর,O
,ফর,O
,৩,O
,বছর,O
,তারে,O
,সারপ্রাইজ,O
,দিয়ি,O
,জন্মদিন,O
Sentence: 1407,আই,O
,কিন্তু,O
,ইয়ান,O
,চিন্তা,O
,নো,O
,গরি,O
,যে,O
,ও,O
,মনত,O
,নো,O
,রাহে,O
,আই,O
,কিল্লাই,O
,মনত,O
,রাহিতাম,O
Sentence: 1408,আর,O
,এই,O
,বছরত,O
,যেই,O
,বিশাল,O
,গরিয়েরে,O
,সারপ্রাইজ,O
,দিয়ে,O
,আরে,O
Sentence: 1409,কেকের,B-FOOD
,উদ্দি,O
,লেখা,O
,আসিল,O
,দে,O
,শুভ,O
,জন্মদিন,O
,আর,O
,বউ,B-REL
Sentence: 1410,সময়,O
,লাইজ্ঞে,O
,যিন,O
,আই,O
,তাত্তুন,O
,সাইয়ি,O
,ঠিক,O
,বাইর,O
,গরি,O
,ফেইল্লি,O
Sentence: 1411,হনিক্কের,O
,হতা,O
,ফুনার,O
,আগদ্দি,O
,ইতার,O
,হতা,O
,ফুনো,O
Sentence: 1412,আরা,O
,৩,O
,ভাই,B-REL
,ভোইন,B-REL
,আই,O
,বেয়াক্কুনের,O
,ডোর,O
Sentence: 1413,আর,O
,মা,B-REL
,ভাই,B-REL
,ভোইন,B-REL
,বরিশাল,B-LOC
,তাহে,O
Sentence: 1414,আই,O
,সিলেট,B-LOC
,তাহি,O
Sentence: 1415,ঢাহাত,B-LOC
,আইয়েরে,O
,এসএসসি,O
,ফরিক্ষা,O
,দিয়ি,O
Sentence: 1416,ছোড,B-REL
,হালার,I-REL
,বাসাত,O
,তাকিয়েরে,O
,ফন্না,O
,ফরিয়েরে,O
,এইচএসসি,O
,ফরিক্ষা,O
,দিয়ি,O
Sentence: 1417,আর,O
,হালার,B-REL
,বাসাত,O
,যন,O
,কি,O
,ঠিক,O
,অইবনা,O
Sentence: 1418,আম্মু,B-REL
,হালা,B-REL
,লেহাফড়ার,O
,লাই,O
,ঢাহাত,B-LOC
,যাইতে,O
,হইলে,O
,আই,O
,যাইন্ন,O
,ফাইজ্জুম,O
Sentence: 1419,ঐ,O
,লোকর,O
,সামনোদি,O
,আই,O
,দারাইন্নো,O
,ফাইজ্জুম,O
Sentence: 1420,আর,O
,ডইল্লে,O
,এইল্লে,O
,ভুল,O
,হনিক্কে,O
,নো,O
,গরে,O
Sentence: 1421,আইতো,O
,আসলেই,O
,ভুল,O
,ফোতে,O
,জরাই,O
,যাইতেম,O
Sentence: 1422,আই,O
,কেনে,O
,বুজিত্তাইত্তাম,O
,মানুষ,O
,তারা,O
,সঠিক,O
,নো,O
Sentence: 1423,আর,O
,প্রথম,O
,ভালোবাসা,O
,আসিল,O
,ভুল,O
Sentence: 1424,সে,O
,গোডা,O
,৬,O
,কান,O
,বছর,O
,আরে,O
,ঠকাইয়ে,O
Sentence: 1425,ফ্রতিবারই,O
,আসা,O
,গইত্তেম,O
,ভালা,O
,অই,O
,গিয়ই,O
Sentence: 1426,শেষ,O
,বার,O
,যেই,O
,মায়া,O
,ফোয়ার,O
,লাই,O
,আরে,O
,ছাড়ি,O
,দিয়ি,O
,ফুইন্নিদে,O
,মাইয়াফোয়া,O
,ইবা,O
,নাকি,O
,বহুত,O
,সুন্দর,O
Sentence: 1427,দুনিয়াত,B-LOC
,আসসলে,O
,চেহারার,O
,সুন্দর,O
,এই,O
,বেয়াক্কিসু,O
Sentence: 1428,আর,O
,মন,O
,নো,O
,বুঝে,O
Sentence: 1429,তারফর,O
,আই,O
,আবার,O
,ভুল,O
,গরি,O
,বেলাইয়ি,O
Sentence: 1430,হোন,O
,এক,O
,ভাবে,O
,আরার,O
,হতা,O
,শুরু,O
,অয়,O
Sentence: 1431,ধিরে,O
,ধিরে,O
,আই,O
,দূরবল,O
,অই,O
,যাইলাম,O
,তার,O
,ফ্রতি,O
Sentence: 1432,সেও,O
,আর,O
,ফ্রতি,O
,দুরবল,O
,অই,O
,গিয়ি,O
Sentence: 1433,এক্কান,O
,সময়,O
,ফর,O
,বুঝিলাম,O
,যে,O
,আই,O
,একে,O
,অফরকে,O
,চাইর,O
Sentence: 1434,ফ্রথম,O
,আই,O
,হারাফ,O
,আসরন,O
,গইত্তেম,O
Sentence: 1435,ফ্রথম,O
,বার,O
,থকিবার,O
,ফর,O
,ডোর,O
,আই,O
,গিয়ি,O
,আর,O
,ভিতরত,O
Sentence: 1436,তারে,O
,আই,O
,হইলাম,O
,যে,O
,আত্তুন,O
,তোওয়ারে,O
,বিশ্বাস,O
,গইত্তে,O
,সময়,O
,লাইবো,O
Sentence: 1437,সে,O
,হইয়েদে,O
,সমইস্যা,O
,নাই,O
Sentence: 1438,আই,O
,তোওয়ার,O
,ডাহদ্দি,O
,আসি,O
Sentence: 1439,তোওয়ার,O
,হতা,O
,মানি,O
,লইউম,O
Sentence: 1440,মাঝদ্দি,O
,ঝগড়া,O
,অইতো,O
,আবার,O
,সেই,O
,দিনত,O
,থিক,O
,অই,O
,যাইতো,O
Sentence: 1441,সে,O
,ছোট্ট,O
,ছোট্ট,O
,পছন্দ,O
,হেয়াল,O
,রাখিতো,O
Sentence: 1442,আরেকজন,O
,ফাইয়েরে,O
,নিজেরে,O
,বহুত,O
,ভাগ্যবতি,O
,মনত,O
,অইতো,O
Sentence: 1443,আর,O
,ফোয়ারিত,O
,হারাফ,O
,ব্যবহার,O
,গইরতো,O
Sentence: 1444,ততোদিনত,O
,আই,O
,তার,O
,ফ্রতি,O
,দুরবল,O
,অই,O
,গিয়ি,O
Sentence: 1445,সে,O
,আর,O
,ফোয়ারিত,O
,ঝগড়া,O
,অইলেই,O
,আরে,O
,অফমান,O
,গরে,O
Sentence: 1446,ফরিবার,O
,তুলিয়েরে,O
,গাইল,O
,দে,O
Sentence: 1447,আই,O
,আরো,O
,একবার,O
,ভালোবাসিয়েরে,O
,ঠকি,O
,গেইলাম,O
Sentence: 1448,তবে,O
,তারে,O
,আই,O
,এহনো,O
,ভালোবাসি,O
Sentence: 1449,তার,O
,হতা,O
,বাত্রা,O
,মাঝদ্দি,O
,মনত,O
,ফরিলে,O
,বহুত,O
,আসি,O
,আইয়ে,O
Sentence: 1450,তার,O
,এক্কানো,O
,কি,O
,মনত,O
,নো,O
,ফরে,O
,আগের,O
,হতা,O
Sentence: 1451,সে,O
,কেনে,O
,ফাইল্ল,O
,এতো,O
,সপ্ন,O
,দেহাইয়েরে,O
,আরে,O
,ঠহাইতো,O
Sentence: 1452,এহন,O
,আর,O
,নিজেরে,O
,বিশ্বাস,O
,গরিন্নো,O
,ফারি,O
Sentence: 1453,কি,O
,আসিলাম,O
,কি,O
,অই,O
,গিয়ি,O
Sentence: 1454,আর,O
,বিয়ার,O
,বয়স,O
,২২,O
,মাস,O
Sentence: 1455,আর,O
,৮,O
,মাসর,O
,এক্কান,O
,মরত,B-REL
,ফোয়া,I-REL
,আসে,O
Sentence: 1456,এই,O
,হরনাত,O
,অনার্স,O
,ফাস,O
,ফাইনালত,O
,তাকিতেই,O
,বিয়া,O
,অইয়ে,O
,আর,O
Sentence: 1457,আই,O
,গনিতের,O
,উওরত,O
,অনার্স,O
,গরিত্তাসিলাম,O
Sentence: 1458,এ,O
,সাইডদ্দি,O
,যার,O
,ফোয়ারিত,O
,বিয়া,O
,অইয়ে,O
,সে,O
,অসিক্ষিত,O
Sentence: 1459,সে,O
,স্কুলত,B-ORG
,নো,O
,যায়,O
,হোন,O
,দিন,O
Sentence: 1460,বিয়ার,O
,সমত,O
,অইলো,O
,আরারে,O
,ফোয়া,O
,শিক্ষিত,O
,ঢাহাত,B-LOC
,চরি,O
,গরে,O
Sentence: 1461,আর,O
,বর,B-REL
,ছোটহালত,O
,তার,O
,মা,B-REL
,ইন্তেকাল,O
,অই,O
,যায়,O
Sentence: 1462,বিয়ার,O
,হইলো,O
,বরর,O
,বাড়ি,O
,আসে,O
Sentence: 1463,ইয়েন,O
,লইয়েরে,O
,বেঝাল,O
,নো,O
,গরি,O
,আই,O
Sentence: 1464,ভোইনেরে,B-REL
,বাসাত,O
,ফাডাই,O
,দিয়ে,O
Sentence: 1465,আই,O
,এক,O
,হরত,B-OBJ
,বাসাত্তুন,O
,আই,O
,গিয়ি,O
Sentence: 1466,হালিয়া,O
,ঘটনাকান,O
,ফুনিবার,O
,ফরত্তুন,O
,আর,O
,দম,O
,বন্দ,O
,লার,O
Sentence: 1467,আর,O
,জামাই,B-REL
,বাসাত,O
,আইলেইয়ার,O
,হোলত,O
,মাতা,O
,রাহে,O
Sentence: 1468,আই,O
,একজন,O
,২৩,O
,বছরর,O
,মাইয়ে,O
,ফোয়া,O
Sentence: 1469,আর,O
,বিয়া,O
,অইয়ে,O
,১,O
,মাস,O
Sentence: 1470,আর,O
,জামাই,B-REL
,বহুত,O
,ভালা,O
Sentence: 1471,আই,O
,হোনো,O
,কিছু,O
,নো,O
,জানিতাম,O
Sentence: 1472,কি,O
,অইবো,O
,তার,O
,হাদিয়েরে,O
Sentence: 1473,সে,O
,তো,O
,নো,O
,বুঝে,O
Sentence: 1474,তুই,O
,বলদের,O
,ডেক্কে,O
,ইতেরে,O
,লই,O
,বই,O
,তাহিবি,O
,কিল্লাই,O
Sentence: 1475,আর,O
,ইচ্ছে,O
,আই,O
,ভাইব্বুম,O
Sentence: 1476,আই,O
,তো,O
,বলদ,O
Sentence: 1477,আই,O
,কি,O
,বলদ,O
,নে,O
Sentence: 1478,তুই,O
,বত,O
,বড়,O
,সেয়ানা,O
Sentence: 1479,আই,O
,বারবার,O
,মঅব্বত,O
,গরি,O
,ধরা,O
,হাই,O
Sentence: 1480,মঅববত,O
,বত,O
,হষ্টের,O
Sentence: 1481,তোয়ার,O
,এক্কান,O
,হাসি,O
,দেইবারলাই,O
,বই,O
,আসি,O
Sentence: 1482,এক্কানা,O
,আগে,O
,ঝাড়ু,B-OBJ
,মারা,O
,ওইয়্যে,O
Sentence: 1483,ফানি,O
,দিয়েনে,O
,দুই,O
,দিইয়্যে,O
Sentence: 1484,শিক্ষার্থী,B-ROLE
,নতুন,O
,ভর্তি,O
,অইয়ে,O
Sentence: 1485,এলাকাত,B-LOC
,অন,O
,লাইগ্গে,O
Sentence: 1486,আর,O
,নানা,B-REL
,গম,O
,নাই,O
Sentence: 1487,বহুত,O
,শিক্ষার্থী,B-ROLE
,নতুন,O
,ভর্তি,O
,অইয়ে,O
Sentence: 1488,রোগিরে,O
,হাসপাতালত,B-ORG
,তাহন,O
,ফরিবু,O
Sentence: 1489,নানারে,B-REL
,চাইতু,O
,গেইলাম,O
Sentence: 1490,আই,O
,আগে,O
,নো‌,O
,চাই,O
Sentence: 1491,নানা,B-REL
,আরে,O
,চাই,O
,হুশি,O
,অইয়্যে,O
Sentence: 1492,ইবে,O
,একডৈল্লে,O
,যোগাযোগ,O
Sentence: 1493,আই,O
,গতকাল,O
,স্কুলত,B-ORG
,নো,O
,যাই,O
Sentence: 1494,ইতারা,O
,কেউ,O
,স্কুলত,B-ORG
,নো,O
,যাই,O
Sentence: 1495,ইতারা,O
,জানিবের,O
,হতা,O
,নো,O
Sentence: 1496,বড়,B-REL
,মো,I-REL
,বিদেশুরতুন,B-LOC
,আইস্যে,O
Sentence: 1497,ক্লাসত,O
,হোন,O
,বেফারে,O
,হতা,O
,হইয়্যে,O
Sentence: 1498,পলাশর,B-PER
,হতাত,O
,বিরক্ত,O
,কিললাই,O
,অইলে,O
Sentence: 1499,ইচ্ছে,O
,আসিল,O
,হোনো,O
,মিক্কে,O
,ঘুইরতু,O
,যাইয়্যুম,O
Sentence: 1500,বোতবার,O
,লালবাগ,B-LOC
,হেল্লার,I-LOC
,হোতা,O
,উইন্নি,O
Sentence: 1501,ঠিক‌,O
,গোরন‌,O
,অইলে,O
,বেকে,O
,মিলে,O
,এডে,O
,যাইউম,O
Sentence: 1502,আর,O
,মতো,B-REL
,বইন,I-REL
,ও,O
,যাইতু,O
,আসিল,O
Sentence: 1503,লিহি,O
,এনে,O
,মাষ্টর,B-ROLE
,অর,O
,হাসোত,O
,জমা,O
,দে,O
Sentence: 1504,বেক,O
,অঞ্চল,B-LOC
,অর,O
,মাইনষের,O
,ভাষা‌,O
,এক‌ডইল্লে,O
,নই,O
Sentence: 1505,বোত,O
,শব্দের,O
,উচ্চারণ,O
,এক,O
,এক,O
,রহমর,O
,অই,O
Sentence: 1506,দইন,B-LOC
,অর,O
,জেলা,I-LOC
,হক্সবাজার,I-LOC
Sentence: 1507,সাড়ে,O
,চারটার,O
,সমত,O
,বেকের,O
,মাডত,B-LOC
,আইবের,O
,হতা,O
Sentence: 1508,আজিয়ে,O
,হোনো,O
,খেলা,O
,অইতু,O
,নো,O
Sentence: 1509,উগ্গো,O
,পোড়াবাড়ি,O
,আছে,O
Sentence: 1510,এডে,O
,কিত্তে,O
,লাইগ্গু,O
,তোরা,O
Sentence: 1511,চারিমিক্কে,O
,হতর,O
,হতর‌,O
,গাছ,O
Sentence: 1512,দিন,O
,অর,O
,বেলাত,O
,অ,O
,বাড়ির,O
,ভিতুর,O
,আন্ধা,O
,অই‌,O
,তাহে,O
Sentence: 1513,রেলগাড়ি,B-OBJ
,চলে,O
,রেললাইনর,B-OBJ
,উওদ্দিয়েরে,O
Sentence: 1514,উপহার,O
,ফাইতু,O
,বেগ্গুনুরতুন,O
,ভালা,O
,লাগে,O
Sentence: 1515,অচেনা,O
,লোকর,O
,উফহার,O
,গ্রহন,O
,নো,O
,গরি,O
Sentence: 1516,উপহার,O
,দিতু,O
,বেগ্গুনুরতুন,O
,ভালা,O
,লাগে,O
Sentence: 1517,হেলার,B-LOC
,মাডত,I-LOC
,আরা,O
,রোজ,O
,কেলিবের,O
,লাই,O
,যাই,O
Sentence: 1518,এক্কান,O
,চানাচুরবালত,B-ROLE
,দেহা,O
,যায়,O
Sentence: 1519,তিনি,O
,চানাচুর,B-FOOD
,বেসিবেল্লাই,O
,আইয়ে,O
,এডে,O
Sentence: 1520,তুই,O
,গম,O
,আসোস,O
,জানি,O
,এনে,O
,খুশি,O
,অইলাম,O
Sentence: 1521,চিঠি,B-OBJ
,সাধারণত,O
,হামত,B-OBJ
,ভরি,O
,এনে,O
,ফাডায়,O
Sentence: 1522,খন,O
,দন,O
,অর,O
,হতা,O
,হই,O
,লাভ,O
,নাই,O
,হষ্ট,O
,ফাবে,O
Sentence: 1523,বাচি,O
,আসি,O
,ভালা,O
,ও,O
,আসি,O
Sentence: 1524,তোওয়ারা,O
,ভালো,O
,আছ,O
,জানিয়েরে,O
,কুশি,O
,অইলাম,O
Sentence: 1525,আর,O
,লাই,O
,চিন্তা,O
,নো,O
,গইজ্জ,O
Sentence: 1526,এহন,O
,গরত,O
,গরত,O
,টেলিভিশন,B-OBJ
,দেহা,O
,যার,O
Sentence: 1527,টেলিভিশনর,B-OBJ
,হতা,O
,ফুনা,O
,যায়,O
,আর,O
,ছবিও,O
,দেহা,O
,যায়,O
Sentence: 1528,রেদিওত,B-OBJ
,হাইল্লে,O
,হতা,O
,ফুনা,O
,যায়,O
Sentence: 1529,আজার,O
,বছর,O
,আগদ্দি,O
,বেয়াগ,O
,ফুরুষই,O
,ধুতি,B-OBJ
,ফইত্তো,O
Sentence: 1530,তহনো,O
,মাইয়াফোয়ারা,O
,আচল,O
,টানিয়েরে,O
,মুখ,O
,ডাহিতো,O
Sentence: 1531,ভাত,B-FOOD
,বাঙালি,B-ROLE
,বহুকালোর,O
,ফ্রিয়,O
,হানা,O
Sentence: 1532,মাইয়া,O
,ফোয়ারা,O
,বাগান,O
,গইত্তে,O
,ভালোবাসিত,O
Sentence: 1533,মাইয়াফোয়ারা,O
,সাতার,O
,হাডিবেল্লাই,O
,ভালোবাসিত,O
Sentence: 1534,ধনী,O
,মানুষ,O
,তারা,O
,ঘোড়া,B-ANI
,আর,O
,হাতির,B-ANI
,খেলা,O
,দেহিত,O
Sentence: 1535,আসাযাইবার,O
,মেইন,O
,উফায়,O
,আসিল,O
,নৌকা,B-OBJ
Sentence: 1536,ডড়,B-LOC
,ভোইনর,I-LOC
,ঘরত,I-LOC
,ছোড,O
,এক্কান,O
,হাট,B-OBJ
,দিয়ি,O
Sentence: 1537,তার,O
,হাসদ্দি,O
,বেয়াগ,O
,দেসত,B-LOC
,টেয়া,B-OBJ
,আসে,O
Sentence: 1538,সে,O
,তোরে,O
,কিছু,O
,ঊফহার,O
,দিয়ে,O
,না,O
Sentence: 1539,আম্মা,B-REL
,নানার,B-REL
,হাসে,O
,এক্কান,O
,চিঠি,B-OBJ
,লিক্কে,O
Sentence: 1540,আরার,O
,নামর,O
,ফ্রয়জন,O
,নো,O
,ফরে,O
Sentence: 1541,আরা,O
,এনেই,O
,ফরিচয়,O
,রাখিত্তারি,O
Sentence: 1542,তোওয়ারে,O
,এক্কান,O
,উফহার,O
,দিতাম,O
,চাই,O
Sentence: 1543,ইয়ান,O
,টেবিলর,B-OBJ
,উওরদ্দি,O
,রাহা,O
,আসিল,O
Sentence: 1544,আর,O
,ফ্রিও,O
,এক্কান,O
,বই,B-OBJ
,আসিল,O
Sentence: 1545,ফোন,O
,গরি,O
,জানাল,O
Sentence: 1546,তার,O
,ফ্রিও,O
,এক্কান,O
,বই,B-OBJ
,আরাই,O
,গিয়ি,O
Sentence: 1547,হোনে,O
,লইয়ে,O
Sentence: 1548,সে,O
,এই,O
,ব্যফারত,O
,নিশ্চিত,O
,নো,O
Sentence: 1549,সে,O
,হয়ত,O
,ফোড়িবেল্লাই,O
,লইয়ে,O
Sentence: 1550,হোনো,O
,ব্যফারত,O
,নিশ্চিত,O
,নো,O
,অইয়েরে,O
,হনিক্কেরে,O
,দোষ,O
,দন,O
,ঠিক,O
,নো,O
Sentence: 1551,যে,O
,লইয়ে,O
,সে,O
,হয়তো,O
,ফইবেল্লাই,O
,লইয়ে,O
Sentence: 1552,বই,B-OBJ
,ইয়েন,O
,ফোন,O
,যাইবো,O
,না,O
Sentence: 1553,বই,B-OBJ
,ইহেন,O
,ফোন,O
,গিয়ে,O
Sentence: 1554,বাবা,B-REL
,বই,B-OBJ
,ইবা,O
,বুক,B-OBJ
,শেল্ফত,I-OBJ
,তুলি,O
,রাইক্কিলো,O
Sentence: 1555,তিনি,O
,বুঝিত,O
,নো,O
,ফারে,O
Sentence: 1556,আর,O
,ফারুলও,B-PER
,নো,O
,বুঝি,O
,আন্যদের,O
,দোষ,O
,দিয়ি,O
Sentence: 1557,তুই,O
,আরে,O
,দোষ,O
,দিও,O
,দে,O
,কিল্লাই,O
Sentence: 1558,সে,O
,লাতিয়ার,O
,ট্রেনর,B-OBJ
,রাজশাহীত্তুন,B-LOC
,রওনা,O
,দিয়ি,O
Sentence: 1559,এই,O
,ফ্রম,O
,সে,O
,ঢাহাত,B-LOC
,আইসসে,O
Sentence: 1560,বাসায়,O
,যোনের,O
,ফোথত,O
,ফ্লাইওভার,B-LOC
,সাইয়েরে,O
,হাবিব,B-PER
,অবাক,O
,অই,O
,গিল,O
Sentence: 1561,ইয়ানোরে,O
,দোতালা,B-LOC
,রাস্তা,I-LOC
Sentence: 1562,রাস্তার,B-LOC
,ডাহদ্দি,O
,এক্কান,O
,ফুলোর,B-OBJ
,দোহান,O
Sentence: 1563,নানা,O
,ডইল্লে,O
,ফুল,B-OBJ
,ঝাকত,O
,ঝাকত,O
,সাজাই,O
,রাইক্কে,O
Sentence: 1564,এয়ার,O
,টগিক,O
,ডাহদ্দি,O
,এক্কান,O
,ফলের,B-ORG
,দোহান,I-ORG
Sentence: 1565,ইয়ানত্তুন,O
,ভোইন,B-REL
,ডর,I-REL
,ইবা,O
,কিছু,O
,ফল,B-FOOD
,কিন্নে,O
Sentence: 1566,বেয়াক্কুনের,O
,ফোয়ারিত,O
,হতাবাত্রা,O
,হইয়ে,O
Sentence: 1567,টেবিলত,B-OBJ
,দি,B-FOOD
,রাইক্কে,O
Sentence: 1568,আত,O
,মুখ,O
,দুইয়েরে,O
,হাইবেল্লাই,B-FOOD
,বইসসে,O
Sentence: 1569,সেইদিন,O
,আসিল,O
,বাংলাদেশর,B-LOC
,ক্রিকেট,O
,হেলা,O
Sentence: 1570,হানা,O
,শেষ,O
,গরিয়েরে,O
,টেলিভিশন,B-OBJ
,এর,O
,সামনে,O
,গিয়েরে,O
,বইসসে,O
Sentence: 1571,বেয়াক্কুন,O
,মিলিয়েরে,O
,আনন্দ,O
,অর,O
Sentence: 1572,মাইয়াফোয়া,O
,ইবা,O
,কি,O
,হান্ড,O
,গরের,O
,জানোনা,O
Sentence: 1573,সোনার,B-OBJ
,চুরিয়ান,I-OBJ
,ভাঙিয়েরে,O
,দুই,O
,ভাগ,O
,গরি,O
,ফেইল্লে,O
Sentence: 1574,ইচ্ছা,O
,গরিয়েরে,O
,ভাইঙেনা,O
Sentence: 1575,ফা,O
,ফিচ্ছিল,O
,হাইয়েরে,O
,ফোরি,O
,গেইলাম,O
,তো,O
,আই,O
,কিত্তাম,O
Sentence: 1576,আর,O
,যে,O
,ব্যথা,O
,লাইজ্ঞে,O
,ইয়ান,O
,কি,O
,বুঝি,O
,কিচ্ছু,O
,নও,O
Sentence: 1577,মাইয়াফোয়ারে,O
,ফইত্তে,O
,দিয়িলেন,O
Sentence: 1578,আর,O
,নানা,B-REL
,সুস্থ,O
Sentence: 1579,রোগীরে,O
,হাসফাতালত,B-ORG
,ভত্তি,O
,গরন,O
,ফরিব,O
Sentence: 1580,এইল্লে,O
,ডর,O
,হাসফাতাল,B-ORG
,আই,O
,হোন,O
,সমত,O
,নো,O
,দেহি,O
Sentence: 1581,আরে,O
,দেহিয়েরে,O
,খুব,O
,খুশি,O
,অইয়ে,O
Sentence: 1582,আই,O
,অন্যের,O
,ফোয়ারিত,O
,হতা,O
,হইর,O
Sentence: 1583,তিনি,O
,বিদেশেত্তুন,B-LOC
,আইসসে,O
Sentence: 1584,তিনি,O
,হোন,O
,বিষয়,O
,লইয়েরে,O
,হথা,O
,হন্না,O
Sentence: 1585,চলো,O
,ঐতিহাসিক,B-LOC
,জায়গাত,I-LOC
,গুরিবেল্লাই,O
,যাইয়ুম,O
Sentence: 1586,ঠিক,O
,গইজ্জে,O
,বেয়াক্কুন,O
,মিলিয়েরে,O
,যাইয়ুম,O
Sentence: 1587,আরার,O
,যাইবের,O
,হতা,O
,ফুনিয়েরে,O
,সেও,O
,যাইবেল্লাই,O
,চাইয়ে,O
Sentence: 1588,বেয়াক,O
,মানুষের,O
,ভাষা,O
,এক,O
,ডইল্লে,O
,নো,O
Sentence: 1589,সে,O
,মাঠত,B-LOC
,নো,O
,আইয়ে,O
Sentence: 1590,জরুরি,O
,সভা,O
,অইব,O
Sentence: 1591,হাসফাতালত,B-ORG
,আগে,O
,আই,O
,নো,O
,যাই,O
Sentence: 1592,আই,O
,অন্যের,O
,ফোয়ারিত,O
,হতা,O
,নো,O
,হই,O
Sentence: 1593,তিনি,O
,কি,O
,বিদেশেত্তুন,B-LOC
,আইসসে,O
,না,O
Sentence: 1594,বেয়াক,O
,ভাষা,O
,এক,O
,ডইল্লে,O
,নো,O
Sentence: 1595,তার,O
,হাসে,O
,বহুত,O
,টেয়া,B-OBJ
,আসে,O
Sentence: 1596,হয়েক্কান,O
,দিন,O
,অফেক্ষা,O
,গরন,O
Sentence: 1597,আর,O
,বাসার,O
,ডাহরদি,B-LOC
,এক্কান,O
,ফুলোর,B-OBJ
,দোহান,O
Sentence: 1598,তাহ,O
,হাসত,O
,বহুত,O
,দেশর,B-LOC
,টেয়া,B-OBJ
,আসে,O
Sentence: 1599,আই,O
,তোওয়ারে,O
,এক্কান,O
,উফহার,O
,দিতাম,O
,চাইর,O
Sentence: 1600,বেয়াক্কুন,O
,ফুনিয়েরে,O
,আই,O
,হইলাম,O
Sentence: 1601,হয়েক্কান,O
,দিন,O
,অফেক্ষা,O
,গরি,O
,দেহো,O
Sentence: 1602,কিছু,O
,দিন,O
,ফর,O
,পারুল,B-PER
,নিজেই,O
,জানাইয়ে,O
,বইয়ান,B-OBJ
,ফোন,O
,গিয়ে,O
Sentence: 1603,এক্কান,O
,বই,B-OBJ
,লইয়েরে,O
,এত,O
,ঘটনা,O
,ঘটি,O
,যাইব,O
Sentence: 1604,সে,O
,নো,O
,বিঝুয়েরে,O
,অন্যদের,O
,দোষ,O
,দিয়িল,O
Sentence: 1605,হমলাফুর,B-LOC
,রেল,I-LOC
,স্টেশনত্তুন,I-LOC
,ভোইনর,B-REL
,বাসাত,O
,যাইর,O
Sentence: 1606,ভোইনর,B-LOC
,বাসার,O
,হাসদ্দি,B-LOC
,এক্কান,O
,ফুলোর,B-LOC
,দোহান,I-LOC
,আসে,O
Sentence: 1607,রজনীগন্ধা,B-OBJ
,গোলাপ,B-OBJ
,গাঁদাসহ,B-OBJ
,আরো,O
,ফুল,B-OBJ
,আসে,O
,দোহানত,B-ORG
Sentence: 1608,ডর,B-REL
,ভোইনর,I-REL
,লাই,O
,কিছু,O
,ফেয়ারা,B-FOOD
,কিন্নে,O
Sentence: 1609,ডর,B-REL
,ভোইন,I-REL
,কিছু,O
,ফেয়ারা,B-FOOD
,কিন্নে,O
Sentence: 1610,তো,O
,আই,O
,কিত্তাম,O
Sentence: 1611,সমান,O
,দুইয়ান,O
,টুকরা,O
,অই,O
,গিয়ে,O
Sentence: 1612,দুইয়ান,O
,অইলো,O
,কেনে,O
Sentence: 1613,ইয়ান,O
,আরার,O
,বাড়ি,O
Sentence: 1614,এই,O
,বাড়িয়ান,O
,আরার,O
Sentence: 1615,ফ্রথম,O
,বালিশর,B-OBJ
,তলা,O
,হাতদিয়ি,O
Sentence: 1616,এত,O
,সুন্দর,O
,লার,O
,তার,O
Sentence: 1617,শুধু,O
,সাইতাম,O
,মনত,O
,সার,O
Sentence: 1618,তারার,O
,বাগান,B-LOC
,অন্য,O
,মাইনশের,O
,বাগানর,B-LOC
,ডইল্লে,O
Sentence: 1619,বিশাল,O
,ডর,O
,ডর,O
,গাস,O
Sentence: 1620,পুতুলর,B-OBJ
,এই,O
,হারনেল্লাই,O
,মন্নান,O
,হারাফ,O
Sentence: 1621,গাছ,O
,উনের,O
,মিক্কে,O
,সাইলে,O
,তার,O
,হান্না,O
,আইয়ে,O
Sentence: 1622,ছোতরা,O
,বহুত,O
,হাম,O
,গরে,O
,যিন,O
,ডর,O
,তারা,O
,ফসন্দ,O
,নো,O
,গরে,O
Sentence: 1623,ইয়াসাড়া,O
,আরেক্কান,O
,হারন,O
,আসে,O
Sentence: 1624,গরত,O
,আলো,O
,হাওয়া,O
,এইল্লে,O
,ডুকিন্নো,O
,ফারে,O
